sep=,
5.9000000000000E-01,8.0039271496684E+02
6.0000000000000E-01,8.1819015895020E+02
6.1000000000000E-01,8.1718400994537E+02
6.2000000000000E-01,8.3120536422618E+02
6.3000000000000E-01,8.4100759960221E+02
6.4000000000000E-01,8.3031962230245E+02
6.5000000000000E-01,8.4499258919201E+02
6.6000000000000E-01,8.5471437205331E+02
6.7000000000000E-01,8.5782757164227E+02
6.8000000000000E-01,8.6292407367305E+02
6.9000000000000E-01,8.7047878363094E+02
7.0000000000000E-01,8.7203626469399E+02
7.1000000000000E-01,8.6822887588745E+02
7.2000000000000E-01,8.7218286452525E+02
7.3000000000000E-01,8.9141707639805E+02
7.4000000000000E-01,8.8681343795683E+02
7.5000000000000E-01,8.8620431367562E+02
7.6000000000000E-01,8.9540560770146E+02
7.7000000000000E-01,8.9390076478666E+02
7.8000000000000E-01,9.0369894189697E+02
7.9000000000000E-01,9.1215660966333E+02
8.0000000000000E-01,9.1494172305757E+02
8.1000000000000E-01,9.2854901926107E+02
8.2000000000000E-01,9.3079515070828E+02
8.3000000000000E-01,9.3294548127553E+02
8.4000000000000E-01,9.3548215667261E+02
8.5000000000000E-01,9.3653583047181E+02
8.6000000000000E-01,9.3107691292081E+02
8.7000000000000E-01,9.3635243188829E+02
8.8000000000000E-01,9.5233009850205E+02
8.9000000000000E-01,9.5269159723021E+02
9.0000000000000E-01,9.5633537098187E+02
9.1000000000000E-01,9.5574356831376E+02
9.2000000000000E-01,9.6257454867679E+02
9.3000000000000E-01,9.5151662740562E+02
9.4000000000000E-01,9.6402242297252E+02
9.5000000000000E-01,9.7092587375823E+02
9.6000000000000E-01,9.6015302043755E+02
9.7000000000000E-01,9.7318941449384E+02
9.8000000000000E-01,9.8322080092992E+02
9.9000000000000E-01,9.7932980109348E+02
1.0000000000000E+00,9.8198109377291E+02
1.0100000000000E+00,9.7893400952903E+02
1.0200000000000E+00,9.7449170649045E+02
1.0300000000000E+00,9.7904193507179E+02
1.0400000000000E+00,9.9322104461602E+02
1.0500000000000E+00,9.9535408533950E+02
1.0600000000000E+00,9.8219233449358E+02
1.0700000000000E+00,9.8963102700790E+02
1.0800000000000E+00,1.0051012979806E+03
1.0900000000000E+00,9.9694751443946E+02
1.1000000000000E+00,9.9010317718697E+02
1.1100000000000E+00,1.0007910826666E+03
1.1200000000000E+00,1.0048566873801E+03
1.1300000000000E+00,1.0034987432669E+03
1.1400000000000E+00,1.0138293539617E+03
1.1500000000000E+00,1.0019952140922E+03
1.1600000000000E+00,1.0090005970591E+03
1.1700000000000E+00,1.0139915830793E+03
1.1800000000000E+00,1.0062285522129E+03
1.1900000000000E+00,1.0094821035272E+03
1.2000000000000E+00,1.0229452702102E+03
1.2100000000000E+00,1.0089027288777E+03
1.2200000000000E+00,1.0181233613951E+03
1.2300000000000E+00,1.0197971997094E+03
1.2400000000000E+00,1.0179452015790E+03
1.2500000000000E+00,1.0200525655692E+03
1.2600000000000E+00,1.0280935983232E+03
1.2700000000000E+00,1.0313187641017E+03
1.2800000000000E+00,1.0310751255998E+03
1.2900000000000E+00,1.0210697832214E+03
1.3000000000000E+00,1.0338347644609E+03
1.3100000000000E+00,1.0299779644836E+03
1.3200000000000E+00,1.0345639251097E+03
1.3300000000000E+00,1.0283511316722E+03
1.3400000000000E+00,1.0432364513828E+03
1.3500000000000E+00,1.0437620252793E+03
1.3600000000000E+00,1.0425798197874E+03
1.3700000000000E+00,1.0427617516674E+03
1.3800000000000E+00,1.0385812079295E+03
1.3900000000000E+00,1.0395635409265E+03
1.4000000000000E+00,1.0516591548914E+03
1.4100000000000E+00,1.0492041318690E+03
1.4200000000000E+00,1.0415445605019E+03
1.4300000000000E+00,1.0347006959461E+03
1.4400000000000E+00,1.0528845813103E+03
1.4500000000000E+00,1.0532409059741E+03
1.4600000000000E+00,1.0494775163147E+03
1.4700000000000E+00,1.0413675414884E+03
1.4800000000000E+00,1.0563199419534E+03
1.4900000000000E+00,1.0560615796106E+03
1.5000000000000E+00,1.0575953436961E+03
1.5100000000000E+00,1.0505234940038E+03
1.5200000000000E+00,1.0471547729457E+03
1.5300000000000E+00,1.0570442356515E+03
1.5400000000000E+00,1.0579326890257E+03
1.5500000000000E+00,1.0543616612052E+03
1.5600000000000E+00,1.0527557919553E+03
1.5700000000000E+00,1.0501253614745E+03
1.5800000000000E+00,1.0582584548669E+03
1.5900000000000E+00,1.0603365554422E+03
1.6000000000000E+00,1.0581062142949E+03
1.6100000000000E+00,1.0570650587575E+03
1.6200000000000E+00,1.0585760504676E+03
1.6300000000000E+00,1.0619960236460E+03
1.6400000000000E+00,1.0711683410986E+03
1.6500000000000E+00,1.0663254565328E+03
1.6600000000000E+00,1.0545368201135E+03
1.6700000000000E+00,1.0704975194960E+03
1.6800000000000E+00,1.0577267597114E+03
1.6900000000000E+00,1.0609738213738E+03
1.7000000000000E+00,1.0609951329763E+03
1.7100000000000E+00,1.0690396796159E+03
1.7200000000000E+00,1.0604393455887E+03
1.7300000000000E+00,1.0637623879179E+03
1.7400000000000E+00,1.0649735249992E+03
1.7500000000000E+00,1.0614353332619E+03
1.7600000000000E+00,1.0753070428048E+03
1.7700000000000E+00,1.0618432685075E+03
1.7800000000000E+00,1.0734859390134E+03
1.7900000000000E+00,1.0700019314516E+03
1.8000000000000E+00,1.0799819079856E+03
1.8100000000000E+00,1.0615455003958E+03
1.8200000000000E+00,1.0610647141604E+03
1.8300000000000E+00,1.0616797981859E+03
1.8400000000000E+00,1.0757920023527E+03
1.8500000000000E+00,1.0786274176398E+03
1.8600000000000E+00,1.0721249927791E+03
1.8700000000000E+00,1.0721883538742E+03
1.8800000000000E+00,1.0841844630133E+03
1.8900000000000E+00,1.0684977291138E+03
1.9000000000000E+00,1.0733040665555E+03
1.9100000000000E+00,1.0648762587897E+03
1.9200000000000E+00,1.0782526333765E+03
1.9300000000000E+00,1.0705998608261E+03
1.9400000000000E+00,1.0753186852206E+03
1.9500000000000E+00,1.0825719080700E+03
1.9600000000000E+00,1.0820901428897E+03
1.9700000000000E+00,1.0795472111838E+03
1.9800000000000E+00,1.0828585462766E+03
1.9900000000000E+00,1.0745281337161E+03
2.0000000000000E+00,1.0779406543377E+03
