sep=,
5.9000000000000E-01,9.1088404563570E+02
6.0000000000000E-01,9.2339613258612E+02
6.1000000000000E-01,9.3133337275078E+02
6.2000000000000E-01,9.4517763590969E+02
6.3000000000000E-01,9.3853353682839E+02
6.4000000000000E-01,9.4750988226438E+02
6.5000000000000E-01,9.5889635794476E+02
6.6000000000000E-01,9.6705046949844E+02
6.7000000000000E-01,9.6025621169860E+02
6.8000000000000E-01,9.7762777012336E+02
6.9000000000000E-01,9.7153225156561E+02
7.0000000000000E-01,9.8010346929173E+02
7.1000000000000E-01,9.8171945087784E+02
7.2000000000000E-01,9.8600053677753E+02
7.3000000000000E-01,9.9184738187907E+02
7.4000000000000E-01,9.9596219910891E+02
7.5000000000000E-01,1.0017836088714E+03
7.6000000000000E-01,1.0217239651690E+03
7.7000000000000E-01,1.0089618589578E+03
7.8000000000000E-01,1.0272858267321E+03
7.9000000000000E-01,1.0342791977403E+03
8.0000000000000E-01,1.0223554709593E+03
8.1000000000000E-01,1.0281372098020E+03
8.2000000000000E-01,1.0355464446439E+03
8.3000000000000E-01,1.0476605598719E+03
8.4000000000000E-01,1.0426009560750E+03
8.5000000000000E-01,1.0550220026471E+03
8.6000000000000E-01,1.0461087164432E+03
8.7000000000000E-01,1.0576025175205E+03
8.8000000000000E-01,1.0490412846747E+03
8.9000000000000E-01,1.0640007303652E+03
9.0000000000000E-01,1.0627357569085E+03
9.1000000000000E-01,1.0734478988451E+03
9.2000000000000E-01,1.0783629239252E+03
9.3000000000000E-01,1.0771022074954E+03
9.4000000000000E-01,1.0809085718994E+03
9.5000000000000E-01,1.0724693314266E+03
9.6000000000000E-01,1.0715291793344E+03
9.7000000000000E-01,1.0755568117367E+03
9.8000000000000E-01,1.0886677805486E+03
9.9000000000000E-01,1.0869961162510E+03
1.0000000000000E+00,1.0911679205544E+03
1.0100000000000E+00,1.1003588786334E+03
1.0200000000000E+00,1.0854536550091E+03
1.0300000000000E+00,1.1001021530179E+03
1.0400000000000E+00,1.0970336772960E+03
1.0500000000000E+00,1.0996725019921E+03
1.0600000000000E+00,1.0923109204120E+03
1.0700000000000E+00,1.0940235484596E+03
1.0800000000000E+00,1.1096256489043E+03
1.0900000000000E+00,1.1131199130512E+03
1.1000000000000E+00,1.1091390702614E+03
1.1100000000000E+00,1.1190676041317E+03
1.1200000000000E+00,1.1202567975135E+03
1.1300000000000E+00,1.1117060567179E+03
1.1400000000000E+00,1.1073158444612E+03
1.1500000000000E+00,1.1063377674289E+03
1.1600000000000E+00,1.1087172928284E+03
1.1700000000000E+00,1.1118060119094E+03
1.1800000000000E+00,1.1198954839860E+03
1.1900000000000E+00,1.1148730311171E+03
1.2000000000000E+00,1.1189000481615E+03
1.2100000000000E+00,1.1199502267324E+03
1.2200000000000E+00,1.1269598776092E+03
1.2300000000000E+00,1.1329714662693E+03
1.2400000000000E+00,1.1182081207362E+03
1.2500000000000E+00,1.1334280638966E+03
1.2600000000000E+00,1.1388372800880E+03
1.2700000000000E+00,1.1309071216010E+03
1.2800000000000E+00,1.1361174844476E+03
1.2900000000000E+00,1.1366114734286E+03
1.3000000000000E+00,1.1371502893581E+03
1.3100000000000E+00,1.1314015713914E+03
1.3200000000000E+00,1.1394483180861E+03
1.3300000000000E+00,1.1329150765236E+03
1.3400000000000E+00,1.1452028157430E+03
1.3500000000000E+00,1.1474688616721E+03
1.3600000000000E+00,1.1484524281470E+03
1.3700000000000E+00,1.1482942470846E+03
1.3800000000000E+00,1.1521625816896E+03
1.3900000000000E+00,1.1342954100746E+03
1.4000000000000E+00,1.1336588170208E+03
1.4100000000000E+00,1.1388008832341E+03
1.4200000000000E+00,1.1487231868869E+03
1.4300000000000E+00,1.1460314074323E+03
1.4400000000000E+00,1.1546550147754E+03
1.4500000000000E+00,1.1445452461914E+03
1.4600000000000E+00,1.1523154874505E+03
1.4700000000000E+00,1.1497746914146E+03
1.4800000000000E+00,1.1596822467595E+03
1.4900000000000E+00,1.1432282849883E+03
1.5000000000000E+00,1.1568357526594E+03
1.5100000000000E+00,1.1569072950235E+03
1.5200000000000E+00,1.1517209437225E+03
1.5300000000000E+00,1.1432436762028E+03
1.5400000000000E+00,1.1567864063748E+03
1.5500000000000E+00,1.1541351292252E+03
1.5600000000000E+00,1.1628425656277E+03
1.5700000000000E+00,1.1555203683978E+03
1.5800000000000E+00,1.1602441066683E+03
1.5900000000000E+00,1.1554498636410E+03
1.6000000000000E+00,1.1552911027278E+03
1.6100000000000E+00,1.1507860495951E+03
1.6200000000000E+00,1.1513839898174E+03
1.6300000000000E+00,1.1483787351908E+03
1.6400000000000E+00,1.1659012404503E+03
1.6500000000000E+00,1.1633724627675E+03
1.6600000000000E+00,1.1663482609235E+03
1.6700000000000E+00,1.1651311575059E+03
1.6800000000000E+00,1.1683419661920E+03
1.6900000000000E+00,1.1527837111211E+03
1.7000000000000E+00,1.1685756257955E+03
1.7100000000000E+00,1.1539362793736E+03
1.7200000000000E+00,1.1582104618164E+03
1.7300000000000E+00,1.1698194799292E+03
1.7400000000000E+00,1.1696567665844E+03
1.7500000000000E+00,1.1610234724347E+03
1.7600000000000E+00,1.1695492047994E+03
1.7700000000000E+00,1.1716011822048E+03
1.7800000000000E+00,1.1601136885426E+03
1.7900000000000E+00,1.1580944566479E+03
1.8000000000000E+00,1.1576567470226E+03
1.8100000000000E+00,1.1725889618210E+03
1.8200000000000E+00,1.1610544270081E+03
1.8300000000000E+00,1.1645096238660E+03
1.8400000000000E+00,1.1724992452577E+03
1.8500000000000E+00,1.1743491662884E+03
1.8600000000000E+00,1.1698765327975E+03
1.8700000000000E+00,1.1717521433817E+03
1.8800000000000E+00,1.1730447010716E+03
1.8900000000000E+00,1.1572455136303E+03
1.9000000000000E+00,1.1601512895934E+03
1.9100000000000E+00,1.1590585163848E+03
1.9200000000000E+00,1.1581443579595E+03
1.9300000000000E+00,1.1619920063064E+03
1.9400000000000E+00,1.1592010244452E+03
1.9500000000000E+00,1.1678112628922E+03
1.9600000000000E+00,1.1711816592474E+03
1.9700000000000E+00,1.1608781501736E+03
1.9800000000000E+00,1.1710508470701E+03
1.9900000000000E+00,1.1759415092135E+03
2.0000000000000E+00,1.1765777302004E+03
