sep=,
5.9000000000000E-01,9.3888432287896E+02
6.0000000000000E-01,9.4045860128194E+02
6.1000000000000E-01,9.4051252820737E+02
6.2000000000000E-01,9.4499138537120E+02
6.3000000000000E-01,9.5509818270698E+02
6.4000000000000E-01,9.6309708014965E+02
6.5000000000000E-01,9.7459960551901E+02
6.6000000000000E-01,9.7532090615019E+02
6.7000000000000E-01,9.7247690040067E+02
6.8000000000000E-01,9.9316986371061E+02
6.9000000000000E-01,9.9396353793774E+02
7.0000000000000E-01,9.9111906416618E+02
7.1000000000000E-01,1.0076502526825E+03
7.2000000000000E-01,9.9920554344878E+02
7.3000000000000E-01,1.0035169096974E+03
7.4000000000000E-01,1.0168289288814E+03
7.5000000000000E-01,1.0122044562175E+03
7.6000000000000E-01,1.0150041297690E+03
7.7000000000000E-01,1.0273058105366E+03
7.8000000000000E-01,1.0367600711405E+03
7.9000000000000E-01,1.0389794469148E+03
8.0000000000000E-01,1.0287126759527E+03
8.1000000000000E-01,1.0402340975523E+03
8.2000000000000E-01,1.0381987824671E+03
8.3000000000000E-01,1.0522582813830E+03
8.4000000000000E-01,1.0500184929725E+03
8.5000000000000E-01,1.0480299827472E+03
8.6000000000000E-01,1.0638114503649E+03
8.7000000000000E-01,1.0637142910073E+03
8.8000000000000E-01,1.0748833889498E+03
8.9000000000000E-01,1.0700891963773E+03
9.0000000000000E-01,1.0671727544632E+03
9.1000000000000E-01,1.0655782799432E+03
9.2000000000000E-01,1.0765680542897E+03
9.3000000000000E-01,1.0884381172339E+03
9.4000000000000E-01,1.0870485655578E+03
9.5000000000000E-01,1.0838052178005E+03
9.6000000000000E-01,1.0960803246458E+03
9.7000000000000E-01,1.0840657637763E+03
9.8000000000000E-01,1.0903674620677E+03
9.9000000000000E-01,1.1067182183239E+03
1.0000000000000E+00,1.0999488592120E+03
1.0100000000000E+00,1.0966615858743E+03
1.0200000000000E+00,1.0940201928764E+03
1.0300000000000E+00,1.1146989362381E+03
1.0400000000000E+00,1.1138319321155E+03
1.0500000000000E+00,1.1187354086887E+03
1.0600000000000E+00,1.1094844985101E+03
1.0700000000000E+00,1.1179021687508E+03
1.0800000000000E+00,1.1182968756984E+03
1.0900000000000E+00,1.1090362837786E+03
1.1000000000000E+00,1.1214896345913E+03
1.1100000000000E+00,1.1106925683527E+03
1.1200000000000E+00,1.1204729336800E+03
1.1300000000000E+00,1.1181622323327E+03
1.1400000000000E+00,1.1300207116924E+03
1.1500000000000E+00,1.1352703484376E+03
1.1600000000000E+00,1.1390094950622E+03
1.1700000000000E+00,1.1256500899147E+03
1.1800000000000E+00,1.1388261305480E+03
1.1900000000000E+00,1.1344575478711E+03
1.2000000000000E+00,1.1447027574067E+03
1.2100000000000E+00,1.1378738327629E+03
1.2200000000000E+00,1.1472576095439E+03
1.2300000000000E+00,1.1331630572560E+03
1.2400000000000E+00,1.1479056925197E+03
1.2500000000000E+00,1.1345267476621E+03
1.2600000000000E+00,1.1516963776502E+03
1.2700000000000E+00,1.1425800552260E+03
1.2800000000000E+00,1.1564529172972E+03
1.2900000000000E+00,1.1409757186232E+03
1.3000000000000E+00,1.1567089769342E+03
1.3100000000000E+00,1.1433138416798E+03
1.3200000000000E+00,1.1604525987618E+03
1.3300000000000E+00,1.1527919218979E+03
1.3400000000000E+00,1.1451955277239E+03
1.3500000000000E+00,1.1497124490687E+03
1.3600000000000E+00,1.1504039128982E+03
1.3700000000000E+00,1.1586485554799E+03
1.3800000000000E+00,1.1621922020359E+03
1.3900000000000E+00,1.1684122997412E+03
1.4000000000000E+00,1.1683032545830E+03
1.4100000000000E+00,1.1608485268983E+03
1.4200000000000E+00,1.1558914881654E+03
1.4300000000000E+00,1.1570264052709E+03
1.4400000000000E+00,1.1732869279585E+03
1.4500000000000E+00,1.1699387186591E+03
1.4600000000000E+00,1.1616721200570E+03
1.4700000000000E+00,1.1679447589069E+03
1.4800000000000E+00,1.1715766711358E+03
1.4900000000000E+00,1.1668555446932E+03
1.5000000000000E+00,1.1696197204348E+03
1.5100000000000E+00,1.1604824329862E+03
1.5200000000000E+00,1.1632625837907E+03
1.5300000000000E+00,1.1778070244312E+03
1.5400000000000E+00,1.1689107391879E+03
1.5500000000000E+00,1.1738228061926E+03
1.5600000000000E+00,1.1840373392719E+03
1.5700000000000E+00,1.1726363838850E+03
1.5800000000000E+00,1.1821031429367E+03
1.5900000000000E+00,1.1849023795959E+03
1.6000000000000E+00,1.1853174879136E+03
1.6100000000000E+00,1.1686606070778E+03
1.6200000000000E+00,1.1725667131457E+03
1.6300000000000E+00,1.1725725005675E+03
1.6400000000000E+00,1.1857597116172E+03
1.6500000000000E+00,1.1795377163491E+03
1.6600000000000E+00,1.1832641796464E+03
1.6700000000000E+00,1.1779455895933E+03
1.6800000000000E+00,1.1768364935667E+03
1.6900000000000E+00,1.1825824020017E+03
1.7000000000000E+00,1.1777262169344E+03
1.7100000000000E+00,1.1793755529831E+03
1.7200000000000E+00,1.1923457268633E+03
1.7300000000000E+00,1.1900891906345E+03
1.7400000000000E+00,1.1807404674881E+03
1.7500000000000E+00,1.1863104653998E+03
1.7600000000000E+00,1.1883080803866E+03
1.7700000000000E+00,1.1847561109606E+03
1.7800000000000E+00,1.1871593950512E+03
1.7900000000000E+00,1.1964403357258E+03
1.8000000000000E+00,1.1901762209067E+03
1.8100000000000E+00,1.1871993903148E+03
1.8200000000000E+00,1.1792730083345E+03
1.8300000000000E+00,1.1853462861454E+03
1.8400000000000E+00,1.1954732960443E+03
1.8500000000000E+00,1.1865656361933E+03
1.8600000000000E+00,1.1941873994455E+03
1.8700000000000E+00,1.1903411045024E+03
1.8800000000000E+00,1.1878530432601E+03
1.8900000000000E+00,1.1900809915988E+03
1.9000000000000E+00,1.1892981513853E+03
1.9100000000000E+00,1.1834060951600E+03
1.9200000000000E+00,1.1937374620881E+03
1.9300000000000E+00,1.1948728239065E+03
1.9400000000000E+00,1.1933336687961E+03
1.9500000000000E+00,1.1988359421467E+03
1.9600000000000E+00,1.1963833166604E+03
1.9700000000000E+00,1.2064090269402E+03
1.9800000000000E+00,1.1961100092537E+03
1.9900000000000E+00,1.2036079867032E+03
2.0000000000000E+00,1.1953131106577E+03
